text,old_EV,new_EV,EV_reason,old_AS,new_AS,AS_reason,changed
Children with learning disabilities need personalised educational interventions. Our adaptive learning tool was tested with one child in a special education cen,0,1,Testing with one child in a special education centre is a reported observation/finding.,0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",YES
Blind users in metropolitan Indian cities need accessible public transport information systems to navigate bus networks independently when station announcements,1,1,"Usability study with 47 visually impaired users; reported outcomes (73% journey completion, 56% reduced assistance).",1,1,"Explicitly states user requirements (smartphones, screen readers, orientation skills) and named infrastructure dependenc",
Domestic workers lack job security. Our contract template app fixes this problem.,0,0,"Claims problem and solution without citing research, data, or observations.",0,0,"No explicit statement of conditions, dependencies, or what must be true.",
The education project could potentially enhance learning. Students may be doing better. Teachers think there might be progress. Some improvement seems apparent.,0,0,"Only assertions and hedged claims; no data, research, or observations cited.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Scholarship applicants from SC/ST categories in Gujarat need guidance,0,0,"States a need without supporting data, research, or observation.",1,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",YES
We plan to track outcomes through monthly monitoring visits.,1,0,Prospective method only; no findings or data reported yet.,0,0,No explicit assumptions named; monitoring plan stated as fact.,YES
Our referral tracking will help community health workers follow up on patient cases,0,0,"Claim asserted without supporting data, research, or prior work cited.",0,0,"No explicit conditions, dependencies, or uncertainties named.",
Small dairy farmers in Punjab need milk adulteration testing access to verify own supply quality before selling when rejection at cooperative centres causes inc,1,1,Pilot with 147 farmers; 38% acceptance rate improvement reported.,1,1,Explicitly states farmers must invest in supplies/time; acknowledges dependency on cooperative governance.,
"Our health programme will eliminate malnutrition among 500,000 children in tribal areas. Supplementary nutrition addresses immediate caloric deficits. Behaviour",0,0,"Scale (500,000 children) stated without outcomes or findings. No research, data, or prior results cited.",1,0,"No explicit assumptions named. Prerequisites (e.g., caregiver compliance, supply chains) remain unstated.",YES
We conducted co-design workshops with nine small retailers in Jamnagar to understand GST compliance challenges. Participants reported hiring accountants costing,1,1,Co-design workshops with nine retailers; reported cost data (8-12k rupees monthly).,0,1,Explicitly states effects on profitability and exit rates remain unexplored—acknowledged gap.,YES
Domestic workers have no formal channels for reporting workplace grievances,0,0,"Assertion without supporting data, research, or observation cited.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",
Cooperative formation will strengthen bargaining power for farmers.,0,0,"Claim asserted without supporting data, research, or prior examples.",1,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
"Our emergency system serves elderly parents living independently in Gujarat urban residential areas only. The feature covers health emergency activation only, e",0,0,"No research, data, or observations cited to support claims.",1,1,Explicitly states assumption about family proximity and response capability.,
